id_cliente,departamento,ingreso_mensual,saldo_tarjeta,score_infocorp,target_default,edad_cliente,antiguedad_bancaria_meses,uso_canal_digital,uso_canal_digital_ord,cluster,prob_default,pred_default,decision_crediticia,nivel_riesgo
CLI-105474,Lima,5014.24,2441.28,993,0,43,97,Alto,2.0,0,0.006656367546523729,0,Aprobar,Bajo
CLI-105475,Lima,3963.58,3964.79,330,1,27,62,Medio,1.0,0,0.8508234398676952,1,Denegar/Revisar,Muy alto
CLI-105476,Lima,3067.77,5461.63,407,1,29,20,Alto,2.0,0,0.8293752749210107,1,Denegar/Revisar,Muy alto
CLI-105477,Arequipa,5035.88,596.47,757,0,47,66,Bajo,0.0,1,0.0396870211410818,0,Aprobar,Bajo
CLI-105478,Arequipa,5620.1,728.85,818,0,50,91,Medio,1.0,1,0.019751859353804458,0,Aprobar,Bajo
CLI-105479,Lima,4345.36,2540.0,245,1,28,58,Medio,1.0,0,0.8955719574330409,1,Denegar/Revisar,Muy alto
CLI-105480,Loreto,4525.07,12653.938750000001,251,1,47,151,Bajo,0.0,1,0.9848744367503992,1,Denegar/Revisar,Muy alto
CLI-105481,Lima,1155.93,1760.52,890,0,32,76,Alto,2.0,0,0.03599387419686592,0,Aprobar,Bajo
CLI-105482,Lima,1220.12,2231.16,239,1,38,38,Medio,1.0,0,0.9460998278274226,1,Denegar/Revisar,Muy alto
CLI-105483,Arequipa,3252.28,2265.68,762,0,54,43,Medio,1.0,1,0.07549171942390759,0,Aprobar,Bajo
CLI-105484,Arequipa,1546.07,336.57,120,1,47,262,Alto,2.0,1,0.9719216732242729,1,Denegar/Revisar,Muy alto
CLI-105485,Cusco,2125.85,5951.93,353,1,47,84,Bajo,0.0,1,0.9175778118391922,1,Denegar/Revisar,Muy alto
CLI-105486,Lima,4160.35,1167.3,163,1,60,47,Medio,1.0,1,0.9353076032997698,1,Denegar/Revisar,Muy alto
CLI-105487,Arequipa,3294.37,4865.09,317,1,31,42,Medio,1.0,0,0.9010049235186041,1,Denegar/Revisar,Muy alto
CLI-105488,Piura,2636.72,2578.11,171,1,28,65,Medio,1.0,0,0.9625894309585689,1,Denegar/Revisar,Muy alto
CLI-105489,Cusco,2683.66,3784.73,261,1,31,100,Bajo,0.0,1,0.9361839055031165,1,Denegar/Revisar,Muy alto
CLI-105490,Lima,2357.79,221.93,229,0,36,139,Bajo,0.0,1,0.9096359929452202,1,Denegar/Revisar,Muy alto
CLI-105491,Arequipa,3638.81,8827.85,680,1,18,0,Medio,1.0,0,0.3917734330521282,1,Denegar/Revisar,Medio
CLI-105492,Piura,5229.38,1118.1,324,1,37,125,Medio,1.0,1,0.7114549403639053,1,Denegar/Revisar,Alto
CLI-105493,Lima,1567.67,4435.81,857,0,32,18,Alto,2.0,0,0.07524782804925738,0,Aprobar,Bajo
CLI-105494,Lima,5769.67,6398.33,679,0,48,35,Medio,1.0,1,0.19185346875771808,0,Aprobar,Bajo
CLI-105495,Lima,7046.52,3106.45,553,0,44,144,Bajo,0.0,1,0.22987471413977745,1,Denegar/Revisar,Bajo
CLI-105496,Piura,5366.26,1645.94,483,1,33,74,Bajo,0.0,1,0.38440206818863293,1,Denegar/Revisar,Medio
CLI-105497,Loreto,1427.1,12653.938750000001,206,1,45,221,Medio,1.0,1,0.9949265302073369,1,Denegar/Revisar,Muy alto
CLI-105498,Piura,3210.2,1305.36,720,0,47,55,Alto,2.0,0,0.09399520981053552,0,Aprobar,Bajo
CLI-105499,Piura,3660.39,11877.32,939,0,31,113,Alto,2.0,0,0.1004684062056337,0,Aprobar,Bajo
CLI-105500,Piura,2531.02,679.47,202,1,33,104,Alto,2.0,0,0.9320687995177754,1,Denegar/Revisar,Muy alto
CLI-105501,Lima,2220.98,1972.09,240,1,18,1,Alto,2.0,0,0.9313339426427252,1,Denegar/Revisar,Muy alto
CLI-105502,Lima,3700.53,596.3,676,0,27,17,Alto,2.0,0,0.10749740407984278,0,Aprobar,Bajo
CLI-105503,Lima,1283.22,8.97,233,1,30,79,Alto,2.0,0,0.9224454330783161,1,Denegar/Revisar,Muy alto
CLI-105504,Lima,3655.12,1205.82,298,1,40,181,Medio,1.0,1,0.8220331431276531,1,Denegar/Revisar,Muy alto
CLI-105505,Lima,3655.12,365.0,979,0,29,37,Alto,2.0,0,0.006710974268169028,0,Aprobar,Bajo
CLI-105506,Piura,4801.71,12653.938750000001,609,0,34,153,Alto,2.0,0,0.6799589317457039,1,Denegar/Revisar,Alto
CLI-105507,Lima,2765.5,5736.12,766,0,25,14,Alto,2.0,0,0.1599742448487133,0,Aprobar,Bajo
CLI-105508,Lima,2933.25,14.85,178,1,41,45,Medio,1.0,0,0.9290295467338626,1,Denegar/Revisar,Muy alto
CLI-105509,Lima,3819.34,1012.59,993,0,44,59,Alto,2.0,0,0.006496628254398234,0,Aprobar,Bajo
CLI-105510,Lima,4235.08,4436.16,581,0,44,30,Alto,2.0,0,0.3685376917256961,1,Denegar/Revisar,Medio
CLI-105511,Cusco,4955.5,2033.66,611,0,40,182,Alto,2.0,0,0.18325289998544922,0,Aprobar,Bajo
CLI-105512,Loreto,3627.75,7131.42,349,1,22,6,Alto,2.0,0,0.9127745888093245,1,Denegar/Revisar,Muy alto
CLI-105513,Arequipa,3425.53,2811.67,988,0,32,41,Medio,1.0,0,0.010454506732381841,0,Aprobar,Bajo
CLI-105514,Lima,3051.26,4241.24,698,1,34,31,Alto,2.0,0,0.19741564163523168,0,Aprobar,Bajo
CLI-105515,Arequipa,7869.85,3635.65,915,0,36,142,Medio,1.0,1,0.00881308361271129,0,Aprobar,Bajo
CLI-105516,Loreto,5626.77,4066.31,852,0,41,140,Medio,1.0,1,0.02874200467922246,0,Aprobar,Bajo
CLI-105517,Arequipa,3601.21,1045.97,699,0,55,104,Bajo,0.0,1,0.09847255361677766,0,Aprobar,Bajo
CLI-105518,Lima,2802.76,1869.08,582,0,48,89,Medio,1.0,1,0.31085387563731964,1,Denegar/Revisar,Medio
CLI-105519,Piura,2211.59,207.82,935,0,28,78,Alto,2.0,0,0.013616627212085763,0,Aprobar,Bajo
CLI-105520,Loreto,4734.35,3543.4,271,1,47,126,Bajo,0.0,1,0.8874730995356895,1,Denegar/Revisar,Muy alto
CLI-105521,Piura,3369.65,2459.26,968,0,46,90,Medio,1.0,1,0.011843610239200776,0,Aprobar,Bajo
CLI-105522,Piura,3660.39,5720.42,116,1,30,108,Alto,2.0,0,0.9856305935122792,1,Denegar/Revisar,Muy alto
CLI-105523,Lima,5409.2,924.61,834,0,49,28,Medio,1.0,1,0.0186264101963497,0,Aprobar,Bajo
CLI-105524,Piura,5315.2,2296.57,393,0,38,32,Medio,1.0,0,0.6187255710241985,1,Denegar/Revisar,Alto
CLI-105525,Lima,4624.26,797.44,493,0,24,13,Alto,2.0,0,0.36083788964629643,1,Denegar/Revisar,Medio
CLI-105526,Piura,4027.24,3807.46,921,0,44,64,Alto,2.0,0,0.021614552314327372,0,Aprobar,Bajo
CLI-105527,Lima,3717.86,7536.3,597,1,41,63,Medio,1.0,0,0.5119100529222936,1,Denegar/Revisar,Alto
CLI-105528,Lima,3172.8,5800.23,318,1,36,72,Alto,2.0,0,0.9215242861177205,1,Denegar/Revisar,Muy alto
CLI-105529,Lima,2762.88,11543.78,333,1,38,148,Medio,1.0,1,0.9731981535817403,1,Denegar/Revisar,Muy alto
CLI-105530,Piura,1043.17,12653.938750000001,489,1,30,62,Medio,1.0,0,0.9377861725385284,1,Denegar/Revisar,Muy alto
CLI-105531,Lima,1025.0,5914.23,347,1,45,36,Medio,1.0,0,0.935545303869953,1,Denegar/Revisar,Muy alto
CLI-105532,Arequipa,3940.24,1352.01,151,1,39,96,Medio,1.0,0,0.9465402837345261,1,Denegar/Revisar,Muy alto
CLI-105533,Arequipa,2456.62,990.06,114,1,40,44,Medio,1.0,0,0.9703674450621949,1,Denegar/Revisar,Muy alto
CLI-105534,Lima,4786.06,2373.56,423,0,43,62,Medio,1.0,0,0.5846175403667049,1,Denegar/Revisar,Alto
CLI-105535,Lima,3010.69,12653.938750000001,540,1,26,65,Medio,1.0,0,0.8554463410555497,1,Denegar/Revisar,Muy alto
CLI-105536,Lima,2920.28,2128.66,211,1,29,64,Bajo,0.0,0,0.9399250094517413,1,Denegar/Revisar,Muy alto
CLI-105537,Loreto,3600.67,887.92,795,0,18,1,Medio,1.0,0,0.03967266079260738,0,Aprobar,Bajo
CLI-105538,Piura,6775.01,11554.18,971,0,46,110,Medio,1.0,1,0.03483530970280379,0,Aprobar,Bajo
CLI-105539,Lima,2237.73,12653.938750000001,106,1,25,7,Alto,2.0,0,0.9976875067340409,1,Denegar/Revisar,Muy alto
CLI-105540,Lima,2323.88,4696.35,662,0,40,38,Medio,1.0,0,0.3018715317549457,1,Denegar/Revisar,Medio
CLI-105541,Piura,6169.51,6207.56,925,0,44,220,Medio,1.0,1,0.020257316201586335,0,Aprobar,Bajo
CLI-105542,Loreto,3773.37,7410.01,852,0,46,193,Bajo,0.0,1,0.08742077768931686,0,Aprobar,Bajo
CLI-105543,Loreto,2460.14,6887.75,344,1,25,43,Medio,1.0,0,0.9292936843061278,1,Denegar/Revisar,Muy alto
CLI-105544,Piura,2994.31,7237.58,547,0,38,160,Alto,2.0,0,0.6592569135628074,1,Denegar/Revisar,Alto
CLI-105545,Lima,3655.12,4406.31,464,1,57,228,Bajo,0.0,1,0.6653745356850582,1,Denegar/Revisar,Alto
CLI-105546,Lima,4592.62,2068.92,466,0,58,175,Bajo,0.0,1,0.4893551509945278,1,Denegar/Revisar,Medio
CLI-105547,Lima,3655.12,4401.9,797,0,50,144,Bajo,0.0,1,0.08036308623124268,0,Aprobar,Bajo
CLI-105548,Lima,3425.08,7249.51,386,1,43,33,Medio,1.0,0,0.8843602703112708,1,Denegar/Revisar,Muy alto
CLI-105549,Lima,4280.56,1727.09,703,0,28,73,Medio,1.0,0,0.0907828003271319,0,Aprobar,Bajo
CLI-105550,Lima,2012.18,1406.8,205,1,46,78,Medio,1.0,1,0.9440795334901116,1,Denegar/Revisar,Muy alto
CLI-105551,Lima,5104.7,1684.59,112,1,38,6,Medio,1.0,0,0.9543388716233021,1,Denegar/Revisar,Muy alto
CLI-105552,Cusco,4337.5,3205.46,245,1,45,108,Medio,1.0,1,0.9081559140987299,1,Denegar/Revisar,Muy alto
CLI-105553,Piura,2972.21,215.48,577,0,32,71,Medio,1.0,0,0.242731528122853,1,Denegar/Revisar,Bajo
CLI-105554,Loreto,3800.78,6037.84,730,0,37,95,Medio,1.0,0,0.17716111455574635,0,Aprobar,Bajo
CLI-105555,Arequipa,5469.44,7175.46,814,0,42,236,Alto,2.0,1,0.08075283394408744,0,Aprobar,Bajo
CLI-105556,Lima,4124.04,570.12,752,0,42,154,Alto,2.0,0,0.05053127654858001,0,Aprobar,Bajo
CLI-105557,Arequipa,5030.37,880.89,214,1,45,200,Alto,2.0,1,0.8774954045013885,1,Denegar/Revisar,Muy alto
CLI-105558,Lima,3655.12,3440.85,608,1,33,135,Medio,1.0,0,0.2878433370685396,1,Denegar/Revisar,Medio
CLI-105559,Piura,3381.32,1345.07,251,0,24,20,Medio,1.0,0,0.887357128773194,1,Denegar/Revisar,Muy alto
CLI-105560,Lima,3178.41,1836.04,156,1,57,304,Bajo,0.0,1,0.958689889790553,1,Denegar/Revisar,Muy alto
CLI-105561,Cusco,8185.34,10732.4,481,1,68,137,Bajo,0.0,1,0.6926717141637463,1,Denegar/Revisar,Alto
CLI-105562,Lima,1484.31,7514.56,256,1,43,63,Bajo,0.0,1,0.9780908132458492,1,Denegar/Revisar,Muy alto
CLI-105563,Lima,2700.35,7647.32,921,0,24,34,Medio,1.0,0,0.06109967511748751,0,Aprobar,Bajo
CLI-105564,Cusco,2601.84,3447.61,232,1,30,55,Alto,2.0,0,0.9481246713575393,1,Denegar/Revisar,Muy alto
CLI-105565,Lima,5131.03,8053.6,262,1,45,239,Alto,2.0,1,0.9530263593240916,1,Denegar/Revisar,Muy alto
CLI-105566,Arequipa,1025.0,6030.52,374,1,53,112,Medio,1.0,1,0.9203008828176052,1,Denegar/Revisar,Muy alto
CLI-105567,Arequipa,3638.81,12250.64,794,1,26,24,Alto,2.0,0,0.32126662624188873,1,Denegar/Revisar,Medio
CLI-105568,Loreto,2252.41,266.13,176,1,37,71,Medio,1.0,0,0.9427670209802482,1,Denegar/Revisar,Muy alto
CLI-105569,Cusco,7552.24,116.59,936,0,43,22,Alto,2.0,0,0.003869871406998352,0,Aprobar,Bajo
CLI-105570,Cusco,2824.16,769.63,143,1,48,31,Alto,2.0,0,0.9578478147192826,1,Denegar/Revisar,Muy alto
CLI-105571,Lima,2390.37,10585.08,817,0,35,78,Alto,2.0,0,0.2639053010858168,1,Denegar/Revisar,Medio
CLI-105572,Loreto,5031.07,3721.2,649,0,22,37,Alto,2.0,0,0.18062970029845915,0,Aprobar,Bajo
CLI-105573,Piura,5826.89,2221.29,417,0,47,49,Alto,2.0,0,0.5406234209369588,1,Denegar/Revisar,Alto
CLI-105574,Piura,3660.39,2875.59,633,0,51,169,Bajo,0.0,1,0.22749361834180282,1,Denegar/Revisar,Bajo
CLI-105575,Lima,4549.61,7078.53,684,0,38,176,Alto,2.0,0,0.26508987032161474,1,Denegar/Revisar,Medio
CLI-105576,Arequipa,4439.14,10586.5,852,0,44,66,Medio,1.0,1,0.13381005004698365,0,Aprobar,Bajo
CLI-105577,Cusco,3864.4,5232.87,253,1,34,45,Alto,2.0,0,0.9422799698756406,1,Denegar/Revisar,Muy alto
CLI-105578,Cusco,2483.56,5705.93,336,1,29,80,Alto,2.0,0,0.9194133012918609,1,Denegar/Revisar,Muy alto
CLI-105579,Lima,5426.95,1544.87,992,0,51,172,Alto,2.0,1,0.005060600225310141,0,Aprobar,Bajo
CLI-105580,Lima,4989.7,2517.2,616,0,44,63,Alto,2.0,0,0.19043503281941399,0,Aprobar,Bajo
CLI-105581,Lima,4211.45,8658.61,320,1,45,121,Medio,1.0,1,0.9409570890026795,1,Denegar/Revisar,Muy alto
CLI-105582,Loreto,1025.0,6165.89,409,1,54,217,Medio,1.0,1,0.8953599788486886,1,Denegar/Revisar,Muy alto
CLI-105583,Arequipa,1743.2,4611.48,697,0,27,76,Medio,1.0,0,0.2592417584246433,1,Denegar/Revisar,Medio
CLI-105584,Lima,2018.15,269.89,276,1,32,51,Alto,2.0,0,0.87623358531395,1,Denegar/Revisar,Muy alto
CLI-105585,Lima,3655.12,161.24,870,0,41,51,Medio,1.0,0,0.017018716770077977,0,Aprobar,Bajo
CLI-105586,Lima,3976.8,558.94,319,1,33,86,Alto,2.0,0,0.761407739278587,1,Denegar/Revisar,Muy alto
CLI-105587,Lima,3655.12,3483.27,137,1,48,273,Bajo,0.0,1,0.9723462655453003,1,Denegar/Revisar,Muy alto
CLI-105588,Cusco,4492.36,3074.82,753,0,37,127,Medio,1.0,1,0.07325829674171139,0,Aprobar,Bajo
CLI-105589,Piura,3660.39,11437.18,530,1,28,60,Alto,2.0,0,0.8251728655223177,1,Denegar/Revisar,Muy alto
CLI-105590,Lima,5194.0,4746.62,846,0,40,22,Alto,2.0,0,0.03987277886820146,0,Aprobar,Bajo
CLI-105591,Piura,2414.25,12653.938750000001,302,1,40,69,Medio,1.0,0,0.9844652581940574,1,Denegar/Revisar,Muy alto
CLI-105592,Lima,3827.37,704.55,940,0,49,80,Medio,1.0,1,0.009582694279869465,0,Aprobar,Bajo
CLI-105593,Cusco,2363.65,7576.05,905,0,43,124,Medio,1.0,1,0.07453473105214987,0,Aprobar,Bajo
CLI-105594,Lima,6204.49,2461.96,547,0,45,221,Bajo,0.0,1,0.25096842441746664,1,Denegar/Revisar,Medio
CLI-105595,Lima,4399.04,4239.14,594,0,43,158,Medio,1.0,1,0.3146253899151323,1,Denegar/Revisar,Medio
CLI-105596,Lima,1647.65,3330.96,783,0,36,132,Bajo,0.0,1,0.11240161265951865,0,Aprobar,Bajo
CLI-105597,Arequipa,4787.97,454.72,224,1,32,108,Alto,2.0,0,0.8631095373688622,1,Denegar/Revisar,Muy alto
CLI-105598,Arequipa,5361.82,235.0,937,0,43,226,Alto,2.0,1,0.00651726880165364,0,Aprobar,Bajo
CLI-105599,Arequipa,4619.44,1892.95,164,1,36,38,Medio,1.0,0,0.937530415836227,1,Denegar/Revisar,Muy alto
CLI-105600,Lima,3446.09,1794.85,892,0,58,133,Medio,1.0,1,0.020449064094954793,0,Aprobar,Bajo
CLI-105601,Lima,3637.46,4480.96,883,0,54,184,Bajo,0.0,1,0.038295128563741385,0,Aprobar,Bajo
CLI-105602,Lima,1967.03,4000.87,343,1,45,101,Medio,1.0,1,0.8899299731139441,1,Denegar/Revisar,Muy alto
CLI-105603,Arequipa,6927.77,12653.938750000001,626,0,44,146,Medio,1.0,1,0.5155674308402864,1,Denegar/Revisar,Alto
CLI-105604,Lima,2398.51,7810.52,325,1,38,103,Alto,2.0,0,0.9526547356265117,1,Denegar/Revisar,Muy alto
CLI-105605,Piura,2195.18,2745.34,564,1,25,32,Alto,2.0,0,0.43468677090904656,1,Denegar/Revisar,Medio
CLI-105606,Loreto,3013.57,2772.79,742,0,36,49,Alto,2.0,0,0.10748867959576895,0,Aprobar,Bajo
CLI-105607,Loreto,3624.26,4485.02,806,0,40,30,Alto,2.0,0,0.07605911016253264,0,Aprobar,Bajo
CLI-105608,Lima,5617.93,484.56,392,1,42,67,Alto,2.0,0,0.5197621710541712,1,Denegar/Revisar,Alto
CLI-105609,Lima,4555.26,12653.938750000001,820,1,45,66,Medio,1.0,1,0.23021859636053182,1,Denegar/Revisar,Bajo
CLI-105610,Lima,5310.33,2925.96,480,1,50,103,Alto,2.0,0,0.4602186036769126,1,Denegar/Revisar,Medio
CLI-105611,Arequipa,4375.96,9627.56,724,1,32,53,Medio,1.0,0,0.2984300738306381,1,Denegar/Revisar,Medio
CLI-105612,Loreto,3939.65,12653.938750000001,855,1,32,60,Bajo,0.0,1,0.2052045412789957,1,Denegar/Revisar,Bajo
CLI-105613,Lima,1466.23,3485.68,265,1,54,76,Bajo,0.0,1,0.9462225248658712,1,Denegar/Revisar,Muy alto
CLI-105614,Lima,6495.04,436.35,802,0,49,122,Alto,2.0,1,0.018328923527074905,0,Aprobar,Bajo
CLI-105615,Loreto,5722.44,3407.13,868,0,36,96,Medio,1.0,0,0.0212122663822638,0,Aprobar,Bajo
CLI-105616,Loreto,5998.92,3641.66,938,0,39,80,Alto,2.0,0,0.011379026412232252,0,Aprobar,Bajo
CLI-105617,Lima,4521.75,6227.25,317,1,38,92,Medio,1.0,0,0.9012601302684432,1,Denegar/Revisar,Muy alto
CLI-105618,Piura,3374.83,197.72,970,0,39,149,Medio,1.0,1,0.0072345909879343384,0,Aprobar,Bajo
CLI-105619,Lima,3645.51,2511.8,374,1,44,201,Alto,2.0,1,0.7565309792678123,1,Denegar/Revisar,Muy alto
CLI-105620,Lima,3655.12,10243.88,151,1,67,257,Medio,1.0,1,0.9919809078729834,1,Denegar/Revisar,Muy alto
CLI-105621,Cusco,3560.7650000000003,12653.938750000001,473,1,41,140,Bajo,0.0,1,0.9103024455884222,1,Denegar/Revisar,Muy alto
CLI-105622,Loreto,4272.89,849.72,769,0,47,79,Alto,2.0,0,0.044434930691850776,0,Aprobar,Bajo
CLI-105623,Arequipa,6386.48,8179.36,462,1,22,25,Alto,2.0,0,0.7045631056249037,1,Denegar/Revisar,Alto
CLI-105624,Lima,4631.47,632.47,666,0,34,47,Medio,1.0,0,0.09367084288712911,0,Aprobar,Bajo
CLI-105625,Loreto,4708.99,7359.8,113,1,53,193,Medio,1.0,1,0.9868841835635367,1,Denegar/Revisar,Muy alto
CLI-105626,Lima,4560.22,1298.92,880,0,44,279,Alto,2.0,1,0.016604100751813622,0,Aprobar,Bajo
CLI-105627,Lima,3655.12,12653.938750000001,439,0,18,1,Alto,2.0,0,0.9317818943241952,1,Denegar/Revisar,Muy alto
CLI-105628,Piura,5355.77,4756.29,701,0,47,251,Medio,1.0,1,0.13066140030195927,0,Aprobar,Bajo
CLI-105629,Lima,4876.28,2037.38,638,0,61,426,Bajo,0.0,1,0.15076956853865714,0,Aprobar,Bajo
CLI-105630,Arequipa,3395.7,1319.43,188,1,18,0,Alto,2.0,0,0.9361208447794229,1,Denegar/Revisar,Muy alto
CLI-105631,Piura,1510.8,1072.76,140,0,55,253,Bajo,0.0,1,0.9712603403490747,1,Denegar/Revisar,Muy alto
CLI-105632,Lima,4822.44,4567.65,403,1,18,0,Alto,2.0,0,0.7355131180204495,1,Denegar/Revisar,Alto
CLI-105633,Lima,3655.12,9045.43,367,1,49,198,Bajo,0.0,1,0.9293664338125297,1,Denegar/Revisar,Muy alto
CLI-105634,Lima,4140.03,5625.04,237,1,39,85,Alto,2.0,0,0.9508114537897321,1,Denegar/Revisar,Muy alto
CLI-105635,Lima,1064.52,7202.19,105,1,18,0,Alto,2.0,0,0.9947624459014011,1,Denegar/Revisar,Muy alto
CLI-105636,Piura,1911.43,6081.75,341,1,43,186,Alto,2.0,1,0.9308373617963683,1,Denegar/Revisar,Muy alto
CLI-105637,Loreto,3460.14,12653.938750000001,261,1,52,306,Medio,1.0,1,0.9864929571971986,1,Denegar/Revisar,Muy alto
CLI-105638,Lima,3655.12,5672.05,791,0,43,98,Medio,1.0,1,0.10420192701406679,0,Aprobar,Bajo
CLI-105639,Lima,4641.03,11328.56,908,1,46,97,Alto,2.0,0,0.09581075627532716,0,Aprobar,Bajo
CLI-105640,Piura,2943.26,6273.15,617,0,34,106,Alto,2.0,0,0.4530129401897529,1,Denegar/Revisar,Medio
CLI-105641,Loreto,3600.67,1554.84,997,0,19,9,Alto,2.0,0,0.007375259006745759,0,Aprobar,Bajo
CLI-105642,Lima,4472.24,12653.938750000001,882,0,47,37,Medio,1.0,1,0.14561356130166117,0,Aprobar,Bajo
CLI-105643,Lima,3790.06,1890.73,500,0,58,127,Bajo,0.0,1,0.44696551173531285,1,Denegar/Revisar,Medio
CLI-105644,Piura,4029.73,1385.73,883,0,52,233,Medio,1.0,1,0.017870734051048963,0,Aprobar,Bajo
CLI-105645,Lima,1925.93,1093.62,255,1,18,0,Alto,2.0,0,0.9129019302160838,1,Denegar/Revisar,Muy alto
CLI-105646,Lima,4558.02,4297.8,184,1,23,22,Alto,2.0,0,0.9561255126258196,1,Denegar/Revisar,Muy alto
CLI-105647,Arequipa,3157.93,462.64,811,0,29,18,Alto,2.0,0,0.03607888647951381,0,Aprobar,Bajo
CLI-105648,Piura,5264.12,12278.37,109,1,22,26,Medio,1.0,0,0.9948734072483814,1,Denegar/Revisar,Muy alto
CLI-105649,Piura,1736.53,1394.33,237,1,39,85,Medio,1.0,0,0.9300476128996515,1,Denegar/Revisar,Muy alto
CLI-105650,Arequipa,4690.4,1400.5,853,0,44,125,Alto,2.0,0,0.02110667092391977,0,Aprobar,Bajo
CLI-105651,Arequipa,4228.32,188.64,812,0,23,19,Alto,2.0,0,0.026573110522818782,0,Aprobar,Bajo
CLI-105652,Lima,2841.07,1129.54,255,1,47,93,Medio,1.0,1,0.8915184105829108,1,Denegar/Revisar,Muy alto
CLI-105653,Lima,4536.88,2171.88,507,1,46,201,Bajo,0.0,1,0.40310985682715283,1,Denegar/Revisar,Medio
CLI-105654,Lima,5456.68,1845.64,886,0,34,103,Medio,1.0,0,0.013806850139940837,0,Aprobar,Bajo
CLI-105655,Lima,3655.12,1275.42,324,1,37,32,Alto,2.0,0,0.792401460505524,1,Denegar/Revisar,Muy alto
CLI-105656,Arequipa,2262.17,166.39,679,0,18,1,Alto,2.0,0,0.12991212443787786,0,Aprobar,Bajo
CLI-105657,Loreto,1309.04,1430.02,283,1,34,13,Alto,2.0,0,0.9089694683921069,1,Denegar/Revisar,Muy alto
CLI-105658,Cusco,1240.8,6026.28,294,1,38,133,Alto,2.0,0,0.9602439286772534,1,Denegar/Revisar,Muy alto
CLI-105659,Piura,3439.87,2310.66,653,0,41,81,Bajo,0.0,1,0.18568877360466896,0,Aprobar,Bajo
CLI-105660,Lima,6663.01,1374.33,495,0,44,46,Alto,2.0,0,0.28054977358910466,1,Denegar/Revisar,Medio
CLI-105661,Lima,3950.24,1454.18,762,0,42,81,Medio,1.0,1,0.05527505157788599,0,Aprobar,Bajo
CLI-105662,Loreto,7041.37,3233.67,695,0,37,69,Alto,2.0,0,0.07494901500752445,0,Aprobar,Bajo
CLI-105663,Piura,2915.89,1439.82,233,1,42,105,Medio,1.0,1,0.9137959440350569,1,Denegar/Revisar,Muy alto
CLI-105664,Piura,3555.98,3985.64,408,0,50,193,Bajo,0.0,1,0.7589318641866166,1,Denegar/Revisar,Muy alto
CLI-105665,Arequipa,5323.66,12653.938750000001,965,0,39,61,Bajo,0.0,1,0.06255439289594293,0,Aprobar,Bajo
CLI-105666,Arequipa,3881.47,168.19,909,0,43,100,Medio,1.0,1,0.011282169558265378,0,Aprobar,Bajo
CLI-105667,Loreto,4122.93,739.24,641,0,37,101,Alto,2.0,0,0.13516296398147226,0,Aprobar,Bajo
CLI-105668,Lima,3655.12,789.45,108,1,32,23,Alto,2.0,0,0.9631410325340566,1,Denegar/Revisar,Muy alto
CLI-105669,Arequipa,3638.81,2370.1,269,1,45,225,Alto,2.0,1,0.8899641726416494,1,Denegar/Revisar,Muy alto
CLI-105670,Loreto,1025.0,169.2,389,0,32,87,Medio,1.0,0,0.7441980123582814,1,Denegar/Revisar,Alto
CLI-105671,Lima,4121.86,2596.69,267,1,43,153,Alto,2.0,0,0.8854314287180822,1,Denegar/Revisar,Muy alto
CLI-105672,Piura,1340.98,10576.06,443,1,38,19,Medio,1.0,0,0.936183108328333,1,Denegar/Revisar,Muy alto
CLI-105673,Lima,5809.51,46.53,596,0,37,16,Alto,2.0,0,0.12222051397779328,0,Aprobar,Bajo
CLI-105674,Cusco,3522.03,1816.14,244,0,35,160,Alto,2.0,0,0.9033493661684027,1,Denegar/Revisar,Muy alto
CLI-105675,Lima,4963.11,5723.39,512,0,34,37,Medio,1.0,0,0.5431952474574416,1,Denegar/Revisar,Alto
CLI-105676,Piura,3660.39,671.28,839,0,21,16,Alto,2.0,0,0.02607147174686979,0,Aprobar,Bajo
CLI-105677,Lima,2648.79,322.93,917,0,43,91,Medio,1.0,1,0.014350445729146219,0,Aprobar,Bajo
CLI-105678,Arequipa,3352.41,3985.43,687,0,41,182,Alto,2.0,0,0.1941543375888793,0,Aprobar,Bajo
CLI-105679,Lima,5764.28,40.0,834,0,49,258,Alto,2.0,1,0.014845522366421967,0,Aprobar,Bajo
CLI-105680,Lima,7248.58,6473.32,788,0,35,93,Medio,1.0,0,0.05798377093972076,0,Aprobar,Bajo
CLI-105681,Lima,4374.55,276.77,556,1,60,354,Bajo,0.0,1,0.22886360703474376,1,Denegar/Revisar,Bajo
CLI-105682,Cusco,2126.5,2972.33,800,0,34,126,Alto,2.0,0,0.08220433374259392,0,Aprobar,Bajo
CLI-105683,Lima,1844.15,5390.26,401,1,29,15,Medio,1.0,0,0.8662113540322129,1,Denegar/Revisar,Muy alto
CLI-105684,Lima,1025.0,1108.35,145,1,27,48,Alto,2.0,0,0.9732382244476708,1,Denegar/Revisar,Muy alto
CLI-105685,Arequipa,4292.25,437.21,993,0,20,6,Alto,2.0,0,0.005162281052240476,0,Aprobar,Bajo
CLI-105686,Piura,2316.14,772.51,116,1,55,74,Bajo,0.0,1,0.9705502061612893,1,Denegar/Revisar,Muy alto
CLI-105687,Cusco,3649.08,7715.37,677,0,54,228,Bajo,0.0,1,0.35193124859738306,1,Denegar/Revisar,Medio
CLI-105688,Lima,1807.87,4893.71,459,0,45,131,Bajo,0.0,1,0.7800253664862945,1,Denegar/Revisar,Muy alto
